AvgSpotLen	BioSample	BioSampleModel	Experiment	Library_Name	MBases	MBytes	Replicate	Run	SRA_Sample	Sample_Name	collection_date	geo_loc_name	lat_lon	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	host
198	SAMN08814057	MIGS/MIMS/MIMARKS.human-gut	SRX3862889	VF189	7165	3563	replicate = biological replicate 138	SRR6915121	SRS3104943	VF189	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814056	MIGS/MIMS/MIMARKS.human-gut	SRX3862888	VF18	17252	8302	replicate = biological replicate 137	SRR6915122	SRS3104974	VF18	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814001	MIMS.me	SRX3862887	VF192	2218	1082	replicate = biological replicate 82	SRR6915123	SRS3104941	VF192	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814002	MIGS/MIMS/MIMARKS.human-gut	SRX3862886	VF197	2862	1390	replicate = biological replicate 83	SRR6915124	SRS3104942	VF197	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813930	MIGS/MIMS/MIMARKS.human-gut	SRX3862885	SBJ61C	5722	2766	replicate = biological replicate 11	SRR6915125	SRS3104939	SBJ61C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813937	MIMS.me	SRX3862884	SBJ63H	7680	3761	replicate = biological replicate 18	SRR6915126	SRS3104937	SBJ63H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813922	MIGS/MIMS/MIMARKS.human-gut	SRX3862883	SBJ50C	5009	2479	replicate = biological replicate 3	SRR6915127	SRS3104940	SBJ50C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813942	MIGS/MIMS/MIMARKS.human-gut	SRX3862882	SBJ49C	4246	2104	replicate = biological replicate 23	SRR6915128	SRS3104938	SBJ49C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813921	MIGS/MIMS/MIMARKS.human-gut	SRX3862881	SBJ52C	2830	1408	replicate = biological replicate 2	SRR6915129	SRS3104936	SBJ52C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813959	MIGS/MIMS/MIMARKS.human-gut	SRX3862880	SBJ51C	2215	1088	replicate = biological replicate 40	SRR6915130	SRS3104935	SBJ51C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813973	MIGS/MIMS/MIMARKS.human-gut	SRX3862879	SBJ45H	8460	4062	replicate = biological replicate 54	SRR6915131	SRS3104934	SBJ45H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813961	MIMS.me	SRX3862878	SBJ42C	5427	2635	replicate = biological replicate 42	SRR6915132	SRS3104933	SBJ42C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813965	MIGS/MIMS/MIMARKS.human-gut	SRX3862877	SBJ47C	3064	1496	replicate = biological replicate 46	SRR6915133	SRS3104930	SBJ47C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813979	MIGS/MIMS/MIMARKS.human-gut	SRX3862876	SBJ46H	4169	2021	replicate = biological replicate 60	SRR6915134	SRS3104931	SBJ46H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813960	MIMS.me	SRX3862875	SBJ55C	3202	1563	replicate = biological replicate 41	SRR6915135	SRS3104929	SBJ55C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813931	MIGS/MIMS/MIMARKS.human-gut	SRX3862874	SBJ53C	4157	2032	replicate = biological replicate 12	SRR6915136	SRS3104928	SBJ53C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
197	SAMN08814017	MIGS/MIMS/MIMARKS.human-gut	SRX3862873	VF65	2462	1206	replicate = biological replicate 98	SRR6915137	SRS3104923	VF65	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814018	MIGS/MIMS/MIMARKS.human-gut	SRX3862872	VF66	3146	1506	replicate = biological replicate 99	SRR6915138	SRS3104926	VF66	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814013	MIMS.me	SRX3862871	VF50	3585	1760	replicate = biological replicate 94	SRR6915139	SRS3104925	VF50	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814014	MIGS/MIMS/MIMARKS.human-gut	SRX3862870	VF55	3932	1887	replicate = biological replicate 95	SRR6915140	SRS3104924	VF55	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814015	MIGS/MIMS/MIMARKS.human-gut	SRX3862869	VF56	5036	2415	replicate = biological replicate 96	SRR6915141	SRS3104922	VF56	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
