media,condition,species,g,strainID,strain,time_h,OD,medium_batch,media1,slope,intercept,growth_inferred
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",10.606060606060606,0.019442043608503923,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",10.90909090909091,0.023591089564732357,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",11.212121212121213,0.030105538809611507,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",11.515151515151516,0.03925385018981619,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",11.818181818181818,0.05117565309364282,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",12.121212121212121,0.06435925464236654,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",12.424242424242424,0.07669209080144022,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",12.727272727272728,0.09138563792280624,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",13.030303030303031,0.10814444824494288,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",13.333333333333334,0.12028377506985251,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",13.636363636363637,0.13378487250997995,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",13.93939393939394,0.14880050185392193,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",14.242424242424242,0.16284941039489734,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",14.545454545454547,0.17750606761948973,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",14.84848484848485,0.19348127614793528,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",15.151515151515152,0.20925868324014135,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",15.454545454545455,0.22456764720234743,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",15.757575757575758,0.2409962110873565,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",16.060606060606062,0.25838586900582466,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",16.363636363636363,0.2760014399738951,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",16.666666666666668,0.2948176350242308,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",16.96969696969697,0.31491628506594727,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",17.272727272727273,0.3340181912148506,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",17.575757575757578,0.3540006951449849,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",17.87878787878788,0.375178393858466,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",18.181818181818183,0.39587131957197236,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",18.484848484848484,0.41647784693259543,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",18.78787878787879,0.43815682859105043,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",19.09090909090909,0.45987721283466876,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",19.393939393939394,0.48002287986452186,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",19.6969696969697,0.5010509261952005,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",20,0.523,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",20.303030303030305,0.5435690734220777,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",20.606060606060606,0.5649469999258514,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",20.90909090909091,0.5871655866469345,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",21.21212121212121,0.6054609338216536,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",21.515151515151516,0.6222183034797868,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",21.81818181818182,0.639439414000979,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",22.12121212121212,0.6562052047421166,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",22.424242424242426,0.6719785923025107,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",22.727272727272727,0.6881310887387734,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",23.03030303030303,0.7042658752951263,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",23.333333333333336,0.7170506640453508,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",23.636363636363637,0.7300675165440237,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",23.93939393939394,0.743320645108173,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",24.242424242424242,0.7524575843525916,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",24.545454545454547,0.760608221501428,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",24.848484848484848,0.7688471383190942,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",25.151515151515152,0.7758492182315849,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",25.454545454545457,0.7815791965387905,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",25.757575757575758,0.7873514893687317,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",26.060606060606062,0.7924825632740177,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",26.363636363636363,0.7948997932040875,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",26.666666666666668,0.7973243955165149,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",26.96969696969697,0.7997563926965506,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",27.272727272727273,0.7991807001622978,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",27.575757575757578,0.798271350974775,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",27.87878787878788,0.7973630364012283,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",28.181818181818183,0.7948046202479299,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",28.484848484848484,0.791159083016027,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",28.78787878787879,0.7875302653287801,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",29.090909090909093,0.7843610425092786,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",29.393939393939394,0.7822349376640603,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",29.6969696969697,0.7801145953671961,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,Without mucin,A. muciniphila,G3P3,DSM22959,"A. muciniphila
(DSM22959)",30,0.778,WCA,WCA,0.31572188450658717,-5.053504268498751,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",0,7.000000000000005e-5,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",0.30303030303030304,2.014605725251258e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",0.6060606060606061,4.5636316025477906e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",0.9090909090909092,9.506203202778343e-4,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",1.2121212121212122,0.001908986974809986,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",1.5151515151515151,0.0037672638371548917,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",1.8181818181818183,0.007370470272600206,WCA,NA,NA,NA,TRUE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",2.121212121212121,0.01237433086585178,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",2.4242424242424243,0.016603676493211865,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",2.7272727272727275,0.022270412738717143,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",3.0303030303030303,0.029348373889756217,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",3.3333333333333335,0.03307018881251018,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",3.6363636363636367,0.03726286274233036,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",3.9393939393939394,0.0419859655958131,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",4.242424242424242,0.04717240003647477,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",4.545454545454546,0.052960815302716076,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",4.848484848484849,0.05945846107520992,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",5.151515151515151,0.06580713174594086,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",5.454545454545455,0.07180177719396752,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",5.757575757575758,0.07834191958600407,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",6.0606060606060606,0.0851927471536878,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",6.363636363636364,0.09141516834518092,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",6.666666666666667,0.09809169788735328,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",6.96969696969697,0.10525547631952395,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",7.272727272727273,0.1123022642365864,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",7.575757575757576,0.11974491066499408,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",7.878787878787879,0.12768049889033542,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",8.181818181818182,0.1337737170201186,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",8.484848484848484,0.13852763036928978,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",8.787878787878789,0.1434503950671428,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",9.090909090909092,0.14830423921000255,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",9.393939393939394,0.1527358147284276,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",9.696969696969697,0.1572997505654637,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",10,0.16199999999999998,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",10.303030303030303,0.16640607602574464,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",10.606060606060606,0.17093193674911777,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",10.90909090909091,0.17558083866721613,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",11.212121212121213,0.18047699226046576,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",11.515151515151516,0.18556289179985686,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",11.818181818181818,0.19079205805225674,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",12.121212121212121,0.19575926566155552,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",12.424242424242424,0.20022751863370314,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",12.727272727272728,0.20479772411308023,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",13.030303030303031,0.20957959960789124,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",13.333333333333334,0.21546470930740286,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",13.636363636363637,0.2215150209259263,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",13.93939393939394,0.22773517187473144,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",14.242424242424242,0.23115007542643298,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",14.545454545454547,0.23386607117021158,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",14.84848484848485,0.23661396999535808,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",15.151515151515152,0.23769588406858688,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",15.454545454545455,0.23708881716293667,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",15.757575757575758,0.23648330022829847,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",16.060606060606062,0.23606048580487274,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",16.363636363636363,0.2363631473735673,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",16.666666666666668,0.23666619688041765,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",16.96969696969697,0.23696963482266556,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",17.272727272727273,0.23507005525577343,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",17.575757575757578,0.23294409351761877,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",17.87878787878788,0.23083735314652215,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",18.181818181818183,0.22814861020781288,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",18.484848484848484,0.22509600856949957,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",18.78787878787879,0.22208423785533285,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",19.09090909090909,0.22000000000000003,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",19.393939393939394,0.22000000000000003,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",19.6969696969697,0.22000000000000003,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",20,0.22000000000000003,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",20.303030303030305,0.22209811346402325,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",20.606060606060606,0.22421623001846275,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",20.90909090909091,0.22635454036969987,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",21.21212121212121,0.22763307743137418,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",21.515151515151516,0.22854053678041455,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",21.81818181818182,0.22945161260438116,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",22.12121212121212,0.2298785557524669,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",22.424242424242426,0.2295752255202839,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",22.727272727272727,0.22927229541772745,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",23.03030303030303,0.22869036576193943,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",23.333333333333336,0.225616949604178,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",23.636363636363637,0.2225848250698468,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",23.93939393939394,0.2195934374022587,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",24.242424242424242,0.2099475852635759,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",24.545454545454547,0.19915626880255458,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",24.848484848484848,0.188919441675442,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",25.151515151515152,0.185043885154379,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",25.454545454545457,0.18714944906588057,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",25.757575757575758,0.1892789625551338,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",26.060606060606062,0.1917637552844598,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",26.363636363636363,0.19562857036159384,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",26.666666666666668,0.19957124866753395,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",26.96969696969697,0.20359335888856367,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",27.272727272727273,0.19594939170440284,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",27.575757575757578,0.18737621416113118,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",27.87878787878788,0.17917799632235296,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",28.181818181818183,0.17526587354774967,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",28.484848484848484,0.17404912526931582,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",28.78787878787879,0.1728408206501464,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",29.090909090909093,0.172,WCA,NA,NA,NA,FALSE
WCA,With mucin,C. secundus,E8P3,DSM28864/177,"C. secundus
(DSM28864/177)",29.393939393939394,0.172,WCA,NA,NA,NA,FALSE
